OBJECTID,PALIKA,DISTRICT,GAPA_NAPA,GN_TYPE,PROVINCE,CBS_ID,HLCIT_ID,PCODE
678,Bithadchir Gaunpalika,BAJHANG,Bithadchir,Gaunpalika,7,70210.0,524 7 67 4 004,NP0767404
679,Bungal Nagarpalika,BAJHANG,Bungal,Nagarpalika,7,70202.0,524 7 67 3 001,NP0767301
680,Chabispathivera Gaunpalika,BAJHANG,Chabispathivera,Gaunpalika,7,70207.0,524 7 67 4 007,NP0767407
681,Durgathali Gaunpalika,BAJHANG,Durgathali,Gaunpalika,7,70208.0,524 7 67 4 006,NP0767406
682,JayaPrithivi Nagarpalika,BAJHANG,JayaPrithivi,Nagarpalika,7,70206.0,524 7 67 3 002,NP0767302
683,Saa Paal Gaunpalika,BAJHANG,Saa Paal,Gaunpalika,7,70201.0,524 7 67 4 001,NP0767401
684,Kedarseu Gaunpalika,BAJHANG,Kedarseu,Gaunpalika,7,70209.0,524 7 67 4 005,NP0767405
685,Khaptadchhanna Gaunpalika,BAJHANG,Khaptadchhanna,Gaunpalika,7,70212.0,524 7 67 4 010,NP0767410
686,Masta Gaunpalika,BAJHANG,Masta,Gaunpalika,7,70205.0,524 7 67 4 008,NP0767408
687,Surma Gaunpalika,BAJHANG,Surma,Gaunpalika,7,70203.0,524 7 67 4 002,NP0767402
688,Talkot Gaunpalika,BAJHANG,Talkot,Gaunpalika,7,70204.0,524 7 67 4 003,NP0767403
689,Thalara Gaunpalika,BAJHANG,Thalara,Gaunpalika,7,70211.0,524 7 67 4 009,NP0767409
690,Khaptad National Park,BAJHANG,Khaptad National Park,National Park,7,,524 7 67 5 997,NP0767597
691,Bannigadhi Jayagadh Gaunpalika,ACHHAM,Bannigadhi Jayagadh,Gaunpalika,7,70707.0,524 7 69 4 003,NP0769403
692,Chaurpati Gaunpalika,ACHHAM,Chaurpati,Gaunpalika,7,70705.0,524 7 69 4 001,NP0769401
693,Dhakari Gaunpalika,ACHHAM,Dhakari,Gaunpalika,7,70709.0,524 7 69 4 005,NP0769405
694,Kamalbazar Nagarpalika,ACHHAM,Kamalbazar,Nagarpalika,7,70708.0,524 7 69 3 003,NP0769303
695,Mangalsen Nagarpalika,ACHHAM,Mangalsen,Nagarpalika,7,70706.0,524 7 69 3 002,NP0769302
696,Mellekh Gaunpalika,ACHHAM,Mellekh,Gaunpalika,7,70703.0,524 7 69 4 002,NP0769402
697,Panchadewal Binayak Nagarpalika,ACHHAM,Panchadewal Binayak,Nagarpalika,7,70701.0,524 7 69 3 004,NP0769304
698,Ramaroshan Gaunpalika,ACHHAM,Ramaroshan,Gaunpalika,7,70702.0,524 7 69 4 004,NP0769404
699,Sanphebagar Nagarpalika,ACHHAM,Sanphebagar,Nagarpalika,7,70704.0,524 7 69 3 001,NP0769301
700,Turmakhad Gaunpalika,ACHHAM,Turmakhad,Gaunpalika,7,70710.0,524 7 69 4 006,NP0769406
701,Khaptad National Park,ACHHAM,Khaptad National Park,National Park,7,,524 7 69 5 997,NP0769597
702,Adharsha Gaunpalika,DOTI,Adharsha,Gaunpalika,7,70603.0,524 7 70 4 001,NP0770401
703,Badikedar Gaunpalika,DOTI,Badikedar,Gaunpalika,7,70608.0,524 7 70 4 006,NP0770406
704,Bogtan Gaunpalika,DOTI,Bogtan,Gaunpalika,7,70607.0,524 7 70 4 007,NP0770407
705,Dipayal Silgadi Nagarpalika,DOTI,Dipayal Silgadi,Nagarpalika,7,70605.0,524 7 70 3 002,NP0770302
706,Jorayal Gaunpalika,DOTI,Jorayal,Gaunpalika,7,70609.0,524 7 70 4 004,NP0770404
707,K I Sin Gaunpalika,DOTI,K I Sin,Gaunpalika,7,70606.0,524 7 70 4 005,NP0770405
708,Purbichauki Gaunpalika,DOTI,Purbichauki,Gaunpalika,7,70601.0,524 7 70 4 003,NP0770403
709,Sayal Gaunpalika,DOTI,Sayal,Gaunpalika,7,70602.0,524 7 70 4 002,NP0770402
710,Shikhar Nagarpalika,DOTI,Shikhar,Nagarpalika,7,70604.0,524 7 70 3 001,NP0770301
711,Khaptad National Park,DOTI,Khaptad National Park,National Park,7,,524 7 70 5 997,NP0770597
712,Bardagoriya Gaunpalika,KAILALI,Bardagoriya,Gaunpalika,7,70806.0,524 7 71 4 005,NP0771405
713,Bhajani Nagarpalika,KAILALI,Bhajani,Nagarpalika,7,70811.0,524 7 71 3 004,NP0771304
714,Chure Gaunpalika,KAILALI,Chure,Gaunpalika,7,70802.0,524 7 71 4 001,NP0771401
715,Dhangadhi Upamahanagarpalika,KAILALI,Dhangadhi,Upamahanagarpalika,7,70813.0,524 7 71 2 001,NP0771201
716,Gauriganga Nagarpalika,KAILALI,Gauriganga,Nagarpalika,7,70804.0,524 7 71 3 002,NP0771302
717,Ghodaghodi Nagarpalika,KAILALI,Ghodaghodi,Nagarpalika,7,70805.0,524 7 71 3 003,NP0771303
718,Godawari Nagarpalika,KAILALI,Godawari,Nagarpalika,7,70803.0,524 7 71 3 001,NP0771301
719,Janaki Gaunpalika,KAILALI,Janaki,Gaunpalika,7,70808.0,524 7 71 4 006,NP0771406
720,Joshipur Gaunpalika,KAILALI,Joshipur,Gaunpalika,7,70809.0,524 7 71 4 004,NP0771404
721,Kailari Gaunpalika,KAILALI,Kailari,Gaunpalika,7,70812.0,524 7 71 4 002,NP0771402
722,Lamkichuha Nagarpalika,KAILALI,Lamkichuha,Nagarpalika,7,70807.0,524 7 71 3 006,NP0771306
723,Mohanyal Gaunpalika,KAILALI,Mohanyal,Gaunpalika,7,70801.0,524 7 71 4 003,NP0771403
724,Tikapur Nagarpalika,KAILALI,Tikapur,Nagarpalika,7,70810.0,524 7 71 3 005,NP0771305
725,Bedkot Nagarpalika,KANCHANPUR,Bedkot,Nagarpalika,7,70903.0,524 7 72 3 003,NP0772303
726,Belauri Nagarpalika,KANCHANPUR,Belauri,Nagarpalika,7,70908.0,524 7 72 3 006,NP0772306
727,Beldandi Gaunpalika,KANCHANPUR,Beldandi,Gaunpalika,7,70909.0,524 7 72 4 001,NP0772401
728,Bhimdatta Nagarpalika,KANCHANPUR,Bhimdatta,Nagarpalika,7,70904.0,524 7 72 3 002,NP0772302
729,Krishnapur Nagarpalika,KANCHANPUR,Krishnapur,Nagarpalika,7,70901.0,524 7 72 3 005,NP0772305
730,Laljhadi Gaunpalika,KANCHANPUR,Laljhadi,Gaunpalika,7,70906.0,524 7 72 4 002,NP0772402
731,Mahakali Nagarpalika,KANCHANPUR,Mahakali,Nagarpalika,7,70905.0,524 7 72 3 001,NP0772301
732,Punarbas Nagarpalika,KANCHANPUR,Punarbas,Nagarpalika,7,70907.0,524 7 72 3 007,NP0772307
733,Shuklaphanta Nagarpalika,KANCHANPUR,Shuklaphanta,Nagarpalika,7,70902.0,524 7 72 3 004,NP0772304
734,Shuklaphanta National Park,KANCHANPUR,Shuklaphanta National Park,National Park,7,,524 7 72 5 997,NP0772597
735,Ajaymeru Gaunpalika,DADELDHURA,Ajaymeru,Gaunpalika,7,70503.0,524 7 73 4 002,NP0773402
736,Alital Gaunpalika,DADELDHURA,Alital,Gaunpalika,7,70506.0,524 7 73 4 004,NP0773404
737,Amargadhi Nagarpalika,DADELDHURA,Amargadhi,Nagarpalika,7,70502.0,524 7 73 3 002,NP0773302
738,Bhageshwar Gaunpalika,DADELDHURA,Bhageshwar,Gaunpalika,7,70504.0,524 7 73 4 001,NP0773401
739,Ganayapdhura Gaunpalika,DADELDHURA,Ganayapdhura,Gaunpalika,7,70507.0,524 7 73 4 005,NP0773405
740,Nawadurga Gaunpalika,DADELDHURA,Nawadurga,Gaunpalika,7,70501.0,524 7 73 4 003,NP0773403
741,Parashuram Nagarpalika,DADELDHURA,Parashuram,Nagarpalika,7,70505.0,524 7 73 3 001,NP0773301
742,Dasharathchanda Nagarpalika,BAITADI,Dasharathchanda,Nagarpalika,7,70405.0,524 7 74 3 001,NP0774301
743,Dilasaini Gaunpalika,BAITADI,Dilasaini,Gaunpalika,7,70401.0,524 7 74 4 001,NP0774401
744,Dogadakedar Gaunpalika,BAITADI,Dogadakedar,Gaunpalika,7,70402.0,524 7 74 4 002,NP0774402
745,Melauli Nagarpalika,BAITADI,Melauli,Nagarpalika,7,70408.0,524 7 74 3 003,NP0774303
746,Pancheshwar Gaunpalika,BAITADI,Pancheshwar,Gaunpalika,7,70406.0,524 7 74 4 004,NP0774404
747,Patan Nagarpalika,BAITADI,Patan,Nagarpalika,7,70409.0,524 7 74 3 004,NP0774304
748,Purchaudi Nagarpalika,BAITADI,Purchaudi,Nagarpalika,7,70403.0,524 7 74 3 002,NP0774302
749,Shivanath Gaunpalika,BAITADI,Shivanath,Gaunpalika,7,70407.0,524 7 74 4 005,NP0774405
750,Sigas Gaunpalika,BAITADI,Sigas,Gaunpalika,7,70410.0,524 7 74 4 006,NP0774406
751,Surnaya Gaunpalika,BAITADI,Surnaya,Gaunpalika,7,70404.0,524 7 74 4 003,NP0774403
752,Apihimal Gaunpalika,DARCHULA,Apihimal,Gaunpalika,7,70305.0,524 7 75 4 003,NP0775403
753,Byas Gaunpalika,DARCHULA,Byas,Gaunpalika,7,70301.0,524 7 75 4 001,NP0775401
754,Dunhu Gaunpalika,DARCHULA,Dunhu,Gaunpalika,7,70302.0,524 7 75 4 002,NP0775402
755,Lekam Gaunpalika,DARCHULA,Lekam,Gaunpalika,7,70309.0,524 7 75 4 006,NP0775406
756,Mahakali Nagarpalika,DARCHULA,Mahakali,Nagarpalika,7,70303.0,524 7 75 3 001,NP0775301
757,Malikaarjun Gaunpalika,DARCHULA,Malikaarjun,Gaunpalika,7,70308.0,524 7 75 4 004,NP0775404
758,Marma Gaunpalika,DARCHULA,Marma,Gaunpalika,7,70306.0,524 7 75 4 007,NP0775407
759,Naugad Gaunpalika,DARCHULA,Naugad,Gaunpalika,7,70304.0,524 7 75 4 005,NP0775405
760,Shailyashikhar Nagarpalika,DARCHULA,Shailyashikhar,Nagarpalika,7,70307.0,524 7 75 3 002,NP0775302
761,Binayee Tribeni Gaunpalika,NAWALPARASI_E,Binayee Tribeni,Gaunpalika,4,40808.0,524 4 47 4 004,NP0447404
762,Bulingtar Gaunpalika,NAWALPARASI_E,Bulingtar,Gaunpalika,4,40802.0,524 4 47 4 002,NP0447402
763,Bungdikali Gaunpalika,NAWALPARASI_E,Bungdikali,Gaunpalika,4,40803.0,524 4 47 4 001,NP0447401
764,Devchuli Nagarpalika,NAWALPARASI_E,Devchuli,Nagarpalika,4,40805.0,524 4 47 3 003,NP0447303
765,Gaidakot Nagarpalika,NAWALPARASI_E,Gaidakot,Nagarpalika,4,40801.0,524 4 47 3 004,NP0447304
766,Hupsekot Gaunpalika,NAWALPARASI_E,Hupsekot,Gaunpalika,4,40804.0,524 4 47 4 003,NP0447403
767,Kawasoti Nagarpalika,NAWALPARASI_E,Kawasoti,Nagarpalika,4,40806.0,524 4 47 3 002,NP0447302
768,Madhyabindu Nagarpalika,NAWALPARASI_E,Madhyabindu,Nagarpalika,4,40807.0,524 4 47 3 001,NP0447301
769,Chitawan National Park,NAWALPARASI_E,Chitawan National Park,National Park,4,,524 4 47 5 997,NP0447597
770,Bhume Gaunpalika,RUKUM_E,Bhume,Gaunpalika,5,50103.0,524 5 52 4 003,NP0552403
771,Putha Uttarganga Gaunpalika,RUKUM_E,Putha Uttarganga,Gaunpalika,5,50101.0,524 5 52 4 002,NP0552402
772,Sisne Gaunpalika,RUKUM_E,Sisne,Gaunpalika,5,50102.0,524 5 52 4 001,NP0552401
773,Dhorpatan Hunting Reserve,RUKUM_E,Dhorpatan Hunting Reserve,Hunting Reserve,5,,524 5 52 5 998,NP0552598
774,Parsa Wildlife Reserve,PARSA,Parsa Wildlife Reserve,Wildlife Reserve,2,,524 2 34 5 995,NP0234595
775,Chitawan National Park,PARSA,Chitawan National Park,National Park,2,,524 2 34 5 997,NP0234597
776,Rolpa Nagarpalika,ROLPA,Rolpa,Nagarpalika,5,50207.0,524 5 54 3 001,NP0554301
777,Musikot Nagarpalika,RUKUM_W,Musikot,Nagarpalika,6,60804.0,524 6 52 3 003,NP0652303
