OBJECTID,PALIKA,DISTRICT,GAPA_NAPA,GN_TYPE,PROVINCE,CBS_ID,HLCIT_ID,PCODE
222,Ishworpur Nagarpalika,SARLAHI,Ishworpur,Nagarpalika,2,20506.0,524 2 19 3 006,NP0219306
223,Kabilasi Nagarpalika,SARLAHI,Kabilasi,Nagarpalika,2,20511.0,524 2 19 3 007,NP0219307
224,Kaudena Gaunpalika,SARLAHI,Kaudena,Gaunpalika,2,20519.0,524 2 19 4 006,NP0219406
225,Lalbandi Nagarpalika,SARLAHI,Lalbandi,Nagarpalika,2,20501.0,524 2 19 3 003,NP0219303
226,Malangawa Nagarpalika,SARLAHI,Malangawa,Nagarpalika,2,20520.0,524 2 19 3 009,NP0219309
227,Parsa Gaunpalika,SARLAHI,Parsa,Gaunpalika,2,20508.0,524 2 19 4 009,NP0219409
228,Ramnagar Gaunpalika,SARLAHI,Ramnagar,Gaunpalika,2,20515.0,524 2 19 4 005,NP0219405
229,Dudhouli Nagarpalika,SINDHULI,Dudhouli,Nagarpalika,3,31101.0,524 3 20 3 002,NP0320302
230,Ghanglekh Gaunpalika,SINDHULI,Ghanglekh,Gaunpalika,3,31107.0,524 3 20 4 003,NP0320403
231,Golanjor Gaunpalika,SINDHULI,Golanjor,Gaunpalika,3,31104.0,524 3 20 4 005,NP0320405
232,Hariharpurgadhi Gaunpalika,SINDHULI,Hariharpurgadhi,Gaunpalika,3,31109.0,524 3 20 4 001,NP0320401
233,Kamalamai Nagarpalika,SINDHULI,Kamalamai,Nagarpalika,3,31105.0,524 3 20 3 001,NP0320301
234,Marin Gaunpalika,SINDHULI,Marin,Gaunpalika,3,31108.0,524 3 20 4 002,NP0320402
235,Phikkal Gaunpalika,SINDHULI,Phikkal,Gaunpalika,3,31102.0,524 3 20 4 007,NP0320407
236,Sunkoshi Gaunpalika,SINDHULI,Sunkoshi,Gaunpalika,3,31106.0,524 3 20 4 004,NP0320404
237,Tinpatan Gaunpalika,SINDHULI,Tinpatan,Gaunpalika,3,31103.0,524 3 20 4 006,NP0320406
238,Doramba Gaunpalika,RAMECHHAP,Doramba,Gaunpalika,3,31007.0,524 3 21 4 002,NP0321402
239,Gokulganga Gaunpalika,RAMECHHAP,Gokulganga,Gaunpalika,3,31002.0,524 3 21 4 003,NP0321403
240,Khadadevi Gaunpalika,RAMECHHAP,Khadadevi,Gaunpalika,3,31006.0,524 3 21 4 005,NP0321405
241,Likhu Tamakoshi Gaunpalika,RAMECHHAP,Likhu Tamakoshi,Gaunpalika,3,31003.0,524 3 21 4 006,NP0321406
242,Manthali Nagarpalika,RAMECHHAP,Manthali,Nagarpalika,3,31005.0,524 3 21 3 001,NP0321301
243,Ramechhap Nagarpalika,RAMECHHAP,Ramechhap,Nagarpalika,3,31004.0,524 3 21 3 002,NP0321302
244,Sunapati Gaunpalika,RAMECHHAP,Sunapati,Gaunpalika,3,31008.0,524 3 21 4 001,NP0321401
245,Umakunda Gaunpalika,RAMECHHAP,Umakunda,Gaunpalika,3,31001.0,524 3 21 4 004,NP0321404
246,Baiteshwor Gaunpalika,DOLAKHA,Baiteshwor,Gaunpalika,3,30104.0,524 3 22 4 004,NP0322404
247,Bhimeshwor Nagarpalika,DOLAKHA,Bhimeshwor,Nagarpalika,3,30109.0,524 3 22 3 001,NP0322301
248,Bigu Gaunpalika,DOLAKHA,Bigu,Gaunpalika,3,30102.0,524 3 22 4 001,NP0322401
249,Gaurishankar Gaunpalika,DOLAKHA,Gaurishankar,Gaunpalika,3,30101.0,524 3 22 4 002,NP0322402
250,Jiri Nagarpalika,DOLAKHA,Jiri,Nagarpalika,3,30105.0,524 3 22 3 002,NP0322302
251,Kalinchok Gaunpalika,DOLAKHA,Kalinchok,Gaunpalika,3,30103.0,524 3 22 4 003,NP0322403
252,Melung Gaunpalika,DOLAKHA,Melung,Gaunpalika,3,30107.0,524 3 22 4 006,NP0322406
253,Sailung Gaunpalika,DOLAKHA,Sailung,Gaunpalika,3,30108.0,524 3 22 4 005,NP0322405
254,Tamakoshi Gaunpalika,DOLAKHA,Tamakoshi,Gaunpalika,3,30106.0,524 3 22 4 007,NP0322407
255,Balefi Gaunpalika,SINDHUPALCHOK,Balefi,Gaunpalika,3,30208.0,524 3 23 4 006,NP0323406
256,Barhabise Nagarpalika,SINDHUPALCHOK,Barhabise,Nagarpalika,3,30209.0,524 3 23 3 003,NP0323303
257,Bhotekoshi Gaunpalika,SINDHUPALCHOK,Bhotekoshi,Gaunpalika,3,30201.0,524 3 23 4 004,NP0323404
258,Chautara SangachokGadhi Nagarpalika,SINDHUPALCHOK,Chautara SangachokGadhi,Nagarpalika,3,30207.0,524 3 23 3 002,NP0323302
259,Helambu Gaunpalika,SINDHUPALCHOK,Helambu,Gaunpalika,3,30204.0,524 3 23 4 001,NP0323401
260,Indrawati Gaunpalika,SINDHUPALCHOK,Indrawati,Gaunpalika,3,30206.0,524 3 23 4 005,NP0323405
261,Jugal Gaunpalika,SINDHUPALCHOK,Jugal,Gaunpalika,3,30202.0,524 3 23 4 003,NP0323403
262,Lisangkhu Pakhar Gaunpalika,SINDHUPALCHOK,Lisangkhu Pakhar,Gaunpalika,3,30211.0,524 3 23 4 009,NP0323409
263,Melamchi Nagarpalika,SINDHUPALCHOK,Melamchi,Nagarpalika,3,30205.0,524 3 23 3 001,NP0323301
264,Panchpokhari Thangpal Gaunpalika,SINDHUPALCHOK,Panchpokhari Thangpal,Gaunpalika,3,30203.0,524 3 23 4 002,NP0323402
265,Sunkoshi Gaunpalika,SINDHUPALCHOK,Sunkoshi,Gaunpalika,3,30212.0,524 3 23 4 007,NP0323407
266,Tripurasundari Gaunpalika,SINDHUPALCHOK,Tripurasundari,Gaunpalika,3,30210.0,524 3 23 4 008,NP0323408
267,Banepa Nagarpalika,KABHREPALANCHOK,Banepa,Nagarpalika,3,30904.0,524 3 24 3 002,NP0324302
268,Bethanchowk Gaunpalika,KABHREPALANCHOK,Bethanchowk,Gaunpalika,3,30910.0,524 3 24 4 003,NP0324403
269,Bhumlu Gaunpalika,KABHREPALANCHOK,Bhumlu,Gaunpalika,3,30902.0,524 3 24 4 001,NP0324401
270,Chaurideurali Gaunpalika,KABHREPALANCHOK,Chaurideurali,Gaunpalika,3,30901.0,524 3 24 4 002,NP0324402
271,Dhulikhel Nagarpalika,KABHREPALANCHOK,Dhulikhel,Nagarpalika,3,30905.0,524 3 24 3 003,NP0324303
272,Khanikhola Gaunpalika,KABHREPALANCHOK,Khanikhola,Gaunpalika,3,30913.0,524 3 24 4 006,NP0324406
273,Mahabharat Gaunpalika,KABHREPALANCHOK,Mahabharat,Gaunpalika,3,30912.0,524 3 24 4 007,NP0324407
274,Mandandeupur Nagarpalika,KABHREPALANCHOK,Mandandeupur,Nagarpalika,3,30903.0,524 3 24 3 001,NP0324301
275,Namobuddha Nagarpalika,KABHREPALANCHOK,Namobuddha,Nagarpalika,3,30908.0,524 3 24 3 006,NP0324306
276,Panauti Nagarpalika,KABHREPALANCHOK,Panauti,Nagarpalika,3,30909.0,524 3 24 3 005,NP0324305
277,Panchkhal Nagarpalika,KABHREPALANCHOK,Panchkhal,Nagarpalika,3,30906.0,524 3 24 3 004,NP0324304
278,Roshi Gaunpalika,KABHREPALANCHOK,Roshi,Gaunpalika,3,30911.0,524 3 24 4 004,NP0324404
279,Temal Gaunpalika,KABHREPALANCHOK,Temal,Gaunpalika,3,30907.0,524 3 24 4 005,NP0324405
280,Bagmati Gaunpalika,LALITPUR,Bagmati,Gaunpalika,3,30806.0,524 3 25 4 001,NP0325401
281,Godawari Nagarpalika,LALITPUR,Godawari,Nagarpalika,3,30803.0,524 3 25 3 001,NP0325301
282,Konjyosom Gaunpalika,LALITPUR,Konjyosom,Gaunpalika,3,30804.0,524 3 25 4 002,NP0325402
283,Lalitpur Mahanagarpalika,LALITPUR,Lalitpur,Mahanagarpalika,3,30802.0,524 3 25 1 001,NP0325101
284,Mahalaxmi Nagarpalika,LALITPUR,Mahalaxmi,Nagarpalika,3,30801.0,524 3 25 3 002,NP0325302
285,Mahankal Gaunpalika,LALITPUR,Mahankal,Gaunpalika,3,30805.0,524 3 25 4 003,NP0325403
286,Bhaktapur Nagarpalika,BHAKTAPUR,Bhaktapur,Nagarpalika,3,30702.0,524 3 26 3 003,NP0326303
287,Changunarayan Nagarpalika,BHAKTAPUR,Changunarayan,Nagarpalika,3,30701.0,524 3 26 3 002,NP0326302
288,Madhyapur Thimi Nagarpalika,BHAKTAPUR,Madhyapur Thimi,Nagarpalika,3,30703.0,524 3 26 3 001,NP0326301
289,Suryabinayak Nagarpalika,BHAKTAPUR,Suryabinayak,Nagarpalika,3,30704.0,524 3 26 3 004,NP0326304
290,Budhanilakantha Nagarpalika,KATHMANDU,Budhanilakantha,Nagarpalika,3,30604.0,524 3 27 3 003,NP0327303
291,Chandragiri Nagarpalika,KATHMANDU,Chandragiri,Nagarpalika,3,30610.0,524 3 27 3 008,NP0327308
292,Dakshinkali Nagarpalika,KATHMANDU,Dakshinkali,Nagarpalika,3,30611.0,524 3 27 3 010,NP0327310
293,Gokarneshwor Nagarpalika,KATHMANDU,Gokarneshwor,Nagarpalika,3,30603.0,524 3 27 3 004,NP0327304
294,Kageshwori Manahora Nagarpalika,KATHMANDU,Kageshwori Manahora,Nagarpalika,3,30602.0,524 3 27 3 006,NP0327306
295,Kathmandu Mahanagarpalika,KATHMANDU,Kathmandu,Mahanagarpalika,3,30608.0,524 3 27 1 001,NP0327101
296,Kirtipur Nagarpalika,KATHMANDU,Kirtipur,Nagarpalika,3,30609.0,524 3 27 3 009,NP0327309
297,Nagarjun Nagarpalika,KATHMANDU,Nagarjun,Nagarpalika,3,30607.0,524 3 27 3 005,NP0327305
298,Shankharapur Nagarpalika,KATHMANDU,Shankharapur,Nagarpalika,3,30601.0,524 3 27 3 007,NP0327307
299,Tarakeshwor Nagarpalika,KATHMANDU,Tarakeshwor,Nagarpalika,3,30606.0,524 3 27 3 001,NP0327301
300,Tokha Nagarpalika,KATHMANDU,Tokha,Nagarpalika,3,30605.0,524 3 27 3 002,NP0327302
301,Belkotgadhi Nagarpalika,NUWAKOT,Belkotgadhi,Nagarpalika,3,30508.0,524 3 28 3 002,NP0328302
302,Bidur Nagarpalika,NUWAKOT,Bidur,Nagarpalika,3,30504.0,524 3 28 3 001,NP0328301
303,Dupcheshwar Gaunpalika,NUWAKOT,Dupcheshwar,Gaunpalika,3,30501.0,524 3 28 4 008,NP0328408
304,Kakani Gaunpalika,NUWAKOT,Kakani,Gaunpalika,3,30512.0,524 3 28 4 009,NP0328409
305,Kispang Gaunpalika,NUWAKOT,Kispang,Gaunpalika,3,30505.0,524 3 28 4 002,NP0328402
306,Likhu Gaunpalika,NUWAKOT,Likhu,Gaunpalika,3,30509.0,524 3 28 4 006,NP0328406
307,Myagang Gaunpalika,NUWAKOT,Myagang,Gaunpalika,3,30506.0,524 3 28 4 001,NP0328401
308,Panchakanya Gaunpalika,NUWAKOT,Panchakanya,Gaunpalika,3,30510.0,524 3 28 4 007,NP0328407
309,Shivapuri Gaunpalika,NUWAKOT,Shivapuri,Gaunpalika,3,30511.0,524 3 28 4 010,NP0328410
310,Suryagadhi Gaunpalika,NUWAKOT,Suryagadhi,Gaunpalika,3,30503.0,524 3 28 4 004,NP0328404
311,Tadi Gaunpalika,NUWAKOT,Tadi,Gaunpalika,3,30502.0,524 3 28 4 005,NP0328405
312,Tarkeshwar Gaunpalika,NUWAKOT,Tarkeshwar,Gaunpalika,3,30507.0,524 3 28 4 003,NP0328403
313,Shivapuri Watershed and Wildlife Reserve,NUWAKOT,Shivapuri Watershed and Wildlife Reserve,Watershed and Wildlife Reserve,3,,524 3 28 5 996,NP0328596
314,Langtang National Park,NUWAKOT,Langtang National Park,National Park,3,,524 3 28 5 997,NP0328597
315,Gosaikunda Gaunpalika,RASUWA,Gosaikunda,Gaunpalika,3,30301.0,524 3 29 4 002,NP0329402
316,Kalika Gaunpalika,RASUWA,Kalika,Gaunpalika,3,30304.0,524 3 29 4 004,NP0329404
317,Naukunda Gaunpalika,RASUWA,Naukunda,Gaunpalika,3,30305.0,524 3 29 4 005,NP0329405
318,Aamachodingmo Gaunpalika,RASUWA,Aamachodingmo,Gaunpalika,3,30302.0,524 3 29 4 001,NP0329401
319,Uttargaya Gaunpalika,RASUWA,Uttargaya,Gaunpalika,3,30303.0,524 3 29 4 003,NP0329403
320,Benighat Rorang Gaunpalika,DHADING,Benighat Rorang,Gaunpalika,3,30409.0,524 3 30 4 008,NP0330408
321,Dhunibesi Nagarpalika,DHADING,Dhunibesi,Nagarpalika,3,30413.0,524 3 30 3 002,NP0330302
322,Gajuri Gaunpalika,DHADING,Gajuri,Gaunpalika,3,30410.0,524 3 30 4 009,NP0330409
323,Galchi Gaunpalika,DHADING,Galchi,Gaunpalika,3,30411.0,524 3 30 4 010,NP0330410
324,Gangajamuna Gaunpalika,DHADING,Gangajamuna,Gaunpalika,3,30403.0,524 3 30 4 002,NP0330402
325,Jwalamukhi Gaunpalika,DHADING,Jwalamukhi,Gaunpalika,3,30407.0,524 3 30 4 006,NP0330406
326,Khaniyabash Gaunpalika,DHADING,Khaniyabash,Gaunpalika,3,30402.0,524 3 30 4 003,NP0330403
327,Netrawati Dabjong Gaunpalika,DHADING,Netrawati Dabjong,Gaunpalika,3,30405.0,524 3 30 4 005,NP0330405
328,Nilakantha Nagarpalika,DHADING,Nilakantha,Nagarpalika,3,30406.0,524 3 30 3 001,NP0330301
329,Rubi Valley Gaunpalika,DHADING,Rubi Valley,Gaunpalika,3,30401.0,524 3 30 4 001,NP0330401
330,Siddhalek Gaunpalika,DHADING,Siddhalek,Gaunpalika,3,30408.0,524 3 30 4 007,NP0330407
331,Thakre Gaunpalika,DHADING,Thakre,Gaunpalika,3,30412.0,524 3 30 4 011,NP0330411
332,Tripura Sundari Gaunpalika,DHADING,Tripura Sundari,Gaunpalika,3,30404.0,524 3 30 4 004,NP0330404
333,Bagmati Gaunpalika,MAKAWANPUR,Bagmati,Gaunpalika,3,31210.0,524 3 31 4 008,NP0331408
334,Bakaiya Gaunpalika,MAKAWANPUR,Bakaiya,Gaunpalika,3,31209.0,524 3 31 4 007,NP0331407
335,Bhimphedi Gaunpalika,MAKAWANPUR,Bhimphedi,Gaunpalika,3,31207.0,524 3 31 4 004,NP0331404
336,Hetauda Upamahanagarpalika,MAKAWANPUR,Hetauda,Upamahanagarpalika,3,31206.0,524 3 31 2 001,NP0331201
337,Indrasarowar Gaunpalika,MAKAWANPUR,Indrasarowar,Gaunpalika,3,31201.0,524 3 31 4 005,NP0331405
338,Kailash Gaunpalika,MAKAWANPUR,Kailash,Gaunpalika,3,31203.0,524 3 31 4 003,NP0331403
339,Makawanpurgadhi Gaunpalika,MAKAWANPUR,Makawanpurgadhi,Gaunpalika,3,31208.0,524 3 31 4 006,NP0331406
340,Manahari Gaunpalika,MAKAWANPUR,Manahari,Gaunpalika,3,31205.0,524 3 31 4 001,NP0331401
341,Raksirang Gaunpalika,MAKAWANPUR,Raksirang,Gaunpalika,3,31204.0,524 3 31 4 002,NP0331402
342,Thaha Nagarpalika,MAKAWANPUR,Thaha,Nagarpalika,3,31202.0,524 3 31 3 001,NP0331301
343,Parsa Wildlife Reserve,MAKAWANPUR,Parsa Wildlife Reserve,Wildlife Reserve,3,,524 3 31 5 995,NP0331595
344,Chitawan National Park,MAKAWANPUR,Chitawan National Park,National Park,3,,524 3 31 5 997,NP0331597
345,Baudhimai Nagarpalika,RAUTAHAT,Baudhimai,Nagarpalika,2,20611.0,524 2 32 3 010,NP0232310
346,Brindaban Nagarpalika,RAUTAHAT,Brindaban,Nagarpalika,2,20605.0,524 2 32 3 005,NP0232305
347,Chandrapur Nagarpalika,RAUTAHAT,Chandrapur,Nagarpalika,2,20601.0,524 2 32 3 002,NP0232302
348,Dewahhi Gonahi Nagarpalika,RAUTAHAT,Dewahhi Gonahi,Nagarpalika,2,20609.0,524 2 32 3 007,NP0232307
349,Durga Bhagwati Gaunpalika,RAUTAHAT,Durga Bhagwati,Gaunpalika,2,20615.0,524 2 32 4 002,NP0232402
350,Gadhimai Nagarpalika,RAUTAHAT,Gadhimai,Nagarpalika,2,20606.0,524 2 32 3 009,NP0232309
351,Garuda Nagarpalika,RAUTAHAT,Garuda,Nagarpalika,2,20608.0,524 2 32 3 008,NP0232308
352,Gaur Nagarpalika,RAUTAHAT,Gaur,Nagarpalika,2,20617.0,524 2 32 3 015,NP0232315
353,Gujara Nagarpalika,RAUTAHAT,Gujara,Nagarpalika,2,20602.0,524 2 32 3 001,NP0232301
354,Ishanath Nagarpalika,RAUTAHAT,Ishanath,Nagarpalika,2,20618.0,524 2 32 3 013,NP0232313
355,Katahariya Nagarpalika,RAUTAHAT,Katahariya,Nagarpalika,2,20604.0,524 2 32 3 004,NP0232304
356,Madhav Narayan Nagarpalika,RAUTAHAT,Madhav Narayan,Nagarpalika,2,20607.0,524 2 32 3 011,NP0232311
357,Maulapur Nagarpalika,RAUTAHAT,Maulapur,Nagarpalika,2,20610.0,524 2 32 3 006,NP0232306
358,Paroha Nagarpalika,RAUTAHAT,Paroha,Nagarpalika,2,20612.0,524 2 32 3 012,NP0232312
359,Phatuwa Bijayapur Nagarpalika,RAUTAHAT,Phatuwa Bijayapur,Nagarpalika,2,20603.0,524 2 32 3 003,NP0232303
360,Rajdevi Nagarpalika,RAUTAHAT,Rajdevi,Nagarpalika,2,20616.0,524 2 32 3 016,NP0232316
361,Rajpur Nagarpalika,RAUTAHAT,Rajpur,Nagarpalika,2,20613.0,524 2 32 3 014,NP0232314
362,Yemunamai Gaunpalika,RAUTAHAT,Yemunamai,Gaunpalika,2,20614.0,524 2 32 4 001,NP0232401
363,Adarshkotwal Gaunpalika,BARA,Adarshkotwal,Gaunpalika,2,20711.0,524 2 33 4 009,NP0233409
364,Baragadhi Gaunpalika,BARA,Baragadhi,Gaunpalika,2,20710.0,524 2 33 4 006,NP0233406
365,Bishrampur Gaunpalika,BARA,Bishrampur,Gaunpalika,2,20706.0,524 2 33 4 004,NP0233404
366,Devtal Gaunpalika,BARA,Devtal,Gaunpalika,2,20715.0,524 2 33 4 007,NP0233407
367,Jitpur Simara Upamahanagarpalika,BARA,Jitpur Simara,Upamahanagarpalika,2,20703.0,524 2 33 2 001,NP0233201
368,Kalaiya Upamahanagarpalika,BARA,Kalaiya,Upamahanagarpalika,2,20708.0,524 2 33 2 002,NP0233202
369,Karaiyamai Gaunpalika,BARA,Karaiyamai,Gaunpalika,2,20709.0,524 2 33 4 003,NP0233403
370,Kolhabi Nagarpalika,BARA,Kolhabi,Nagarpalika,2,20702.0,524 2 33 3 002,NP0233302
371,Mahagadhimai Nagarpalika,BARA,Mahagadhimai,Nagarpalika,2,20714.0,524 2 33 3 003,NP0233303
372,Nijgadh Nagarpalika,BARA,Nijgadh,Nagarpalika,2,20701.0,524 2 33 3 001,NP0233301
373,Pacharauta Nagarpalika,BARA,Pacharauta,Nagarpalika,2,20713.0,524 2 33 3 004,NP0233304
374,Parwanipur Gaunpalika,BARA,Parwanipur,Gaunpalika,2,20704.0,524 2 33 4 001,NP0233401
375,Pheta Gaunpalika,BARA,Pheta,Gaunpalika,2,20707.0,524 2 33 4 005,NP0233405
376,Prasauni Gaunpalika,BARA,Prasauni,Gaunpalika,2,20705.0,524 2 33 4 002,NP0233402
377,Simraungadh Nagarpalika,BARA,Simraungadh,Nagarpalika,2,20712.0,524 2 33 3 005,NP0233305
378,Suwarna Gaunpalika,BARA,Suwarna,Gaunpalika,2,20716.0,524 2 33 4 008,NP0233408
379,Parsa Wildlife Reserve,BARA,Parsa Wildlife Reserve,Wildlife Reserve,2,,524 2 33 5 995,NP0233595
380,Bahudaramai Nagarpalika,PARSA,Bahudaramai,Nagarpalika,2,20808.0,524 2 34 3 002,NP0234302
381,Bindabasini Gaunpalika,PARSA,Bindabasini,Gaunpalika,2,20814.0,524 2 34 4 010,NP0234410
382,Birgunj Mahanagarpalika,PARSA,Birgunj,Mahanagarpalika,2,20807.0,524 2 34 1 001,NP0234101
383,Chhipaharmai Gaunpalika,PARSA,Chhipaharmai,Gaunpalika,2,20812.0,524 2 34 4 007,NP0234407
384,Dhobini Gaunpalika,PARSA,Dhobini,Gaunpalika,2,20811.0,524 2 34 4 006,NP0234406
385,Jagarnathpur Gaunpalika,PARSA,Jagarnathpur,Gaunpalika,2,20803.0,524 2 34 4 005,NP0234405
386,Jirabhawani Gaunpalika,PARSA,Jirabhawani,Gaunpalika,2,20802.0,524 2 34 4 002,NP0234402
387,Kalikamai Gaunpalika,PARSA,Kalikamai,Gaunpalika,2,20810.0,524 2 34 4 008,NP0234408
388,Pakahamainpur Gaunpalika,PARSA,Pakahamainpur,Gaunpalika,2,20813.0,524 2 34 4 009,NP0234409
389,Parsagadhi Nagarpalika,PARSA,Parsagadhi,Nagarpalika,2,20806.0,524 2 34 3 003,NP0234303
390,Paterwasugauli Gaunpalika,PARSA,Paterwasugauli,Gaunpalika,2,20804.0,524 2 34 4 003,NP0234403
391,Pokhariya Nagarpalika,PARSA,Pokhariya,Nagarpalika,2,20809.0,524 2 34 3 001,NP0234301
392,SakhuwaPrasauni Gaunpalika,PARSA,SakhuwaPrasauni,Gaunpalika,2,20805.0,524 2 34 4 004,NP0234404
393,Thori Gaunpalika,PARSA,Thori,Gaunpalika,2,20801.0,524 2 34 4 001,NP0234401
394,Bharatpur Mahanagarpalika,CHITAWAN,Bharatpur,Mahanagarpalika,3,31304.0,524 3 35 1 001,NP0335101
395,Ichchhyakamana Gaunpalika,CHITAWAN,Ichchhyakamana,Gaunpalika,3,31303.0,524 3 35 4 001,NP0335401
396,Kalika Nagarpalika,CHITAWAN,Kalika,Nagarpalika,3,31302.0,524 3 35 3 001,NP0335301
397,Khairahani Nagarpalika,CHITAWAN,Khairahani,Nagarpalika,3,31306.0,524 3 35 3 003,NP0335303
398,Madi Nagarpalika,CHITAWAN,Madi,Nagarpalika,3,31307.0,524 3 35 3 005,NP0335305
399,Rapti Nagarpalika,CHITAWAN,Rapti,Nagarpalika,3,31301.0,524 3 35 3 004,NP0335304
400,Ratnanagar Nagarpalika,CHITAWAN,Ratnanagar,Nagarpalika,3,31305.0,524 3 35 3 002,NP0335302
401,Chitawan National Park,CHITAWAN,Chitawan National Park,National Park,3,,524 3 35 5 997,NP0335597
402,Aarughat Gaunpalika,GORKHA,Aarughat,Gaunpalika,4,40105.0,524 4 36 4 006,NP0436406
403,Ajirkot Gaunpalika,GORKHA,Ajirkot,Gaunpalika,4,40102.0,524 4 36 4 002,NP0436402
404,Bhimsen Thapa Gaunpalika,GORKHA,Bhimsen Thapa,Gaunpalika,4,40106.0,524 4 36 4 007,NP0436407
405,Chum Nubri Gaunpalika,GORKHA,Chum Nubri,Gaunpalika,4,40101.0,524 4 36 4 001,NP0436401
406,Dharche Gaunpalika,GORKHA,Dharche,Gaunpalika,4,40104.0,524 4 36 4 004,NP0436404
407,Gandaki Gaunpalika,GORKHA,Gandaki,Gaunpalika,4,40111.0,524 4 36 4 009,NP0436409
408,Gorkha Nagarpalika,GORKHA,Gorkha,Nagarpalika,4,40109.0,524 4 36 3 002,NP0436302
409,Palungtar Nagarpalika,GORKHA,Palungtar,Nagarpalika,4,40108.0,524 4 36 3 001,NP0436301
410,Sahid Lakhan Gaunpalika,GORKHA,Sahid Lakhan,Gaunpalika,4,40110.0,524 4 36 4 008,NP0436408
411,Siranchok Gaunpalika,GORKHA,Siranchok,Gaunpalika,4,40107.0,524 4 36 4 005,NP0436405
412,Barpak Sulikot Gaunpalika,GORKHA,Barpak Sulikot,Gaunpalika,4,40103.0,524 4 36 4 003,NP0436403
413,Besishahar Nagarpalika,LAMJUNG,Besishahar,Nagarpalika,4,40605.0,524 4 37 3 002,NP0437302
414,Dordi Gaunpalika,LAMJUNG,Dordi,Gaunpalika,4,40601.0,524 4 37 4 003,NP0437403
415,Dudhpokhari Gaunpalika,LAMJUNG,Dudhpokhari,Gaunpalika,4,40608.0,524 4 37 4 004,NP0437404
416,Kwholasothar Gaunpalika,LAMJUNG,Kwholasothar,Gaunpalika,4,40603.0,524 4 37 4 001,NP0437401
417,MadhyaNepal Nagarpalika,LAMJUNG,MadhyaNepal,Nagarpalika,4,40604.0,524 4 37 3 001,NP0437301
418,Marsyangdi Gaunpalika,LAMJUNG,Marsyangdi,Gaunpalika,4,40602.0,524 4 37 4 002,NP0437402
419,Rainas Nagarpalika,LAMJUNG,Rainas,Nagarpalika,4,40607.0,524 4 37 3 004,NP0437304
420,Sundarbazar Nagarpalika,LAMJUNG,Sundarbazar,Nagarpalika,4,40606.0,524 4 37 3 003,NP0437303
421,Anbukhaireni Gaunpalika,TANAHU,Anbukhaireni,Gaunpalika,4,40710.0,524 4 40 4 005,NP0440405
422,Bandipur Gaunpalika,TANAHU,Bandipur,Gaunpalika,4,40709.0,524 4 40 4 004,NP0440404
423,Bhanu Nagarpalika,TANAHU,Bhanu,Nagarpalika,4,40701.0,524 4 40 3 003,NP0440303
424,Bhimad Nagarpalika,TANAHU,Bhimad,Nagarpalika,4,40705.0,524 4 40 3 004,NP0440304
425,Byas Nagarpalika,TANAHU,Byas,Nagarpalika,4,40702.0,524 4 40 3 002,NP0440302
426,Devghat Gaunpalika,TANAHU,Devghat,Gaunpalika,4,40708.0,524 4 40 4 006,NP0440406
427,Ghiring Gaunpalika,TANAHU,Ghiring,Gaunpalika,4,40706.0,524 4 40 4 002,NP0440402
428,Myagde Gaunpalika,TANAHU,Myagde,Gaunpalika,4,40703.0,524 4 40 4 001,NP0440401
429,Rhishing Gaunpalika,TANAHU,Rhishing,Gaunpalika,4,40707.0,524 4 40 4 003,NP0440403
430,Shuklagandaki Nagarpalika,TANAHU,Shuklagandaki,Nagarpalika,4,40704.0,524 4 40 3 001,NP0440301
431,Aandhikhola Gaunpalika,SYANGJA,Aandhikhola,Gaunpalika,4,40903.0,524 4 41 4 001,NP0441401
432,Arjunchaupari Gaunpalika,SYANGJA,Arjunchaupari,Gaunpalika,4,40904.0,524 4 41 4 003,NP0441403
433,Bhirkot Nagarpalika,SYANGJA,Bhirkot,Nagarpalika,4,40905.0,524 4 41 3 002,NP0441302
434,Biruwa Gaunpalika,SYANGJA,Biruwa,Gaunpalika,4,40906.0,524 4 41 4 004,NP0441404
435,Chapakot Nagarpalika,SYANGJA,Chapakot,Nagarpalika,4,40908.0,524 4 41 3 005,NP0441305
436,Galyang Nagarpalika,SYANGJA,Galyang,Nagarpalika,4,40910.0,524 4 41 3 003,NP0441303
437,Harinas Gaunpalika,SYANGJA,Harinas,Gaunpalika,4,40907.0,524 4 41 4 005,NP0441405
438,Kaligandagi Gaunpalika,SYANGJA,Kaligandagi,Gaunpalika,4,40911.0,524 4 41 4 006,NP0441406
439,Phedikhola Gaunpalika,SYANGJA,Phedikhola,Gaunpalika,4,40902.0,524 4 41 4 002,NP0441402
440,Putalibazar Nagarpalika,SYANGJA,Putalibazar,Nagarpalika,4,40901.0,524 4 41 3 001,NP0441301
441,Waling Nagarpalika,SYANGJA,Waling,Nagarpalika,4,40909.0,524 4 41 3 004,NP0441304
442,Annapurna Gaunpalika,KASKI,Annapurna,Gaunpalika,4,40503.0,524 4 39 4 001,NP0439401
443,Machhapuchchhre Gaunpalika,KASKI,Machhapuchchhre,Gaunpalika,4,40502.0,524 4 39 4 002,NP0439402
444,Madi Gaunpalika,KASKI,Madi,Gaunpalika,4,40501.0,524 4 39 4 003,NP0439403
445,Pokhara Lekhnath Mahanagarpalika,KASKI,Pokhara Lekhnath,Mahanagarpalika,4,40504.0,524 4 39 1 001,NP0439101
